SITEID;NOMBRE DE SITIO;LATITUDE;LONGITUDE;NIC/NIS;Distribuidora;Llave Requerida;Altura;Columna1;In-Building;Support Type;Porte;Tech;Tipo de Transmision;Nombre para Propietario ;Tipo Ubicaci¢n;Propietario;Direcci¢n;Municipio
391720;LA TRANSFIGURACION;13.68001;-89.22559;601285900;DELSUR;;20;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;ES68153-B LA TRANSFIGURACION;Co-Ubicado;SBA;Reparto Los HÇroes, Pasaje Triunfal, Lote No. 21, Reparto Los HÇroes, San Salvador;San Salvador
390410;ATEOS;13.74156;-89.43298;1216690;CLESA;;50;;OUTDOOR;AUTOSOPORTADA;MEDIANO;GUL;FO;ES61407-A Ateos;Co-Ubicado;SBA;Km 30.5 de la carretera San Slvador-Sonsonate, Cooperativa San fernando, Cant¢n Ateos, Municipio de Sacacoyo, Depto de la Libertad.;Sacacoyo
391721;TORRE TELEFONICA EX;13.70066;-89.22281;N/A;N/A;;30;;INDOOR;SOPORTE;MEDIANO;GUL;FO;TORRE TELEFONICA EX ;Arrendado;TEM CASA DE CLIENTE;63 Av. Sur y Alameda Roosevelt,Centro Financiero Gigante., San Salvador, El Salvador ;San Salvador
390411;COLON;13.702151;-89.343682;206616401;DELSUR;;72;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;Colon;Sitio Propio;TEM PROPIOS;Cuspide del Cerro Alto, Cant¢n el Zapotal, Colonia Madr°z, Villa de Col¢n, Depto de La Libertad.;Colon
391723;VALLA BIGGEST LOS PROCERES;13.68331;-89.2376;Pendiente;N/A;;20;;OUTDOOR;VALLA;PEQUE•O;UL;FO;Valla Biggest (Ceiba de Guadalupe);Co-Ubicado;2C MOBILE SERVICE;Autopista Sur, Restaurante Biggest  debajo de la Iglesia Ceiba de Guadalupe;San Salvador
390412;SAN JUAN OPICO;13.871089;-89.353398;210975801;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;MEDIANO;GUL;FO;ES69116-A San Juan Opico;Co-Ubicado;SBA;Barrio La Cruz, Calle a Tacachico, Contiguo a Colonia Bueno Aires, jurisdicci¢n de San Juan Opico, Depto. de La Libertad.;San Juan Opico
391724;FARMACIA GUADALUPE;13.69422;-89.2259;5795081;CAESS;;21;;OUTDOOR;AZOTEA;PEQUE•O;UL;FO;TSVDG06036 Farmacia Guadalupana ;Co-Ubicado;TORRECOM;COLONIA ROMA CALLE EL PROGRESO No 3348 SAN SALVADOR;San Salvador
390413;ZARAGOZA;13.590621;-89.289583;206603901;DELSUR;;71;;OUTDOOR;AUTOSOPORTADA;GRAN;2G/3G/4G;FO;SV-LI-1163 Zaragoza;Co-Ubicado;PHOENIX;Lotificaci¢n Prados de Zaragoza, pol°gono B Lote numero 4, Barrio el Calvario, Zaragoza, Depto. de  La Libertad.;Zaragoza
391727;VALLA ENRIQUE ARAUJO;13.69371;-89.22982;5552650;CAESS;;20;;OUTDOOR;VALLA;PEQUE•O;UL;FO;Valla Manuel Enrique Araujo;Co-Ubicado;COLOR DIGITAL;Avenida Manuel Enrique Araujo, gasolinera Texaco a la par de ASESUISA;San Salvador
391729;ESTADIO MAGICO GONZALEZ;13.696791;-89.216721;Pendiente;N/A;;26;;OUTDOOR;VALLA;PEQUE•O;UL;FO;CODVIVA 800 Estadio m†gico Gonzalez;Co-Ubicado;VIVA OUTDOOR;49 Avenida Sur y Calle El Progreso, Colonia Flor Blanca;San Salvador
391731;EDIFICIO EX ANDA;13.701513;-89.222625;5739330;CAESS;;30;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;TSVTF06029 Edificio Ex Anda (Edificio Bukele);Co-Ubicado;TORRECOM;ALAMEDA ROOSEVELT #3212 ENTRE 61 Y 63 AVENIDA NORTE( FRENTE A LA CAMPANA);San Salvador
390416;TACACHICO;13.960563;-89.335458;508464701;DELSUR;;70;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61408-A Tacachico;Co-Ubicado;SBA;Caserio Las Arenas, San Pablo Tacachico, Departamento de La Libertad.;San Pablo Tacachico
391742;GIMNASIO NACIONAL ADOLFO PINEDA;13.698118;-89.209518;Pendiente;N/A;;22;;OUTDOOR;AZOTEA;PEQUE•O;UL;FO;GIMNASIO NACIONAL ADOLFO PINEDA;Co-Ubicado;IDEAS Y SERVICIOS;6ta 10ma calle Poniente, entre 37 y 35 av. Sur , San Salvador;San Salvador
390417;SAN MATIAS;13.883992;-89.325527;508754801;DELSUR;;50;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;MW;ES61409-A San Matias;Co-Ubicado;SBA;Calle a San Mat°as Cant¢n Masajapa, Los Cerritos.;San Matias
391743;CASA PRESIDENCIAL;13.70733;-89.248678;5739367;CAESS;;24;;OUTDOOR;VALLA;PEQUE•O;UL;FO;TSVTF06101 Valla Presidencial;Co-Ubicado;TORRECOM;AVENIDA MASFERRER NORTE,ˇ COLONIA ESCALON FRENTE A RESIDENCIA PRESIDENCIAL, SAN SALVADOR ;San Salvador
390418;AMERICAN PARK;13.816824;-89.419111;5251320;CLESA;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;TES0299 AMERICAN PARK  ;Co-Ubicado;TIGO;Zona FrancaAmerican Park, Km 36 carretera a Santa Ana, Municipio de Ciudad Arce, Santa Ana. ;Ciudad Arce
391746;NAVARRA LA CIMA;13.673831;-89.218898;Pendiente;N/A;;17;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;TSVTF06046 La Cima Navarra (Poste 1);Co-Ubicado;TORRECOM;Boulevar Dr. Rodr°guez P, San Salvador;San Salvador
390419;DURAFLEX;13.810756;-89.355565;512535201;DELSUR;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;SV-LI-1161 Duraflex;Co-Ubicado;PHOENIX;CITRICOS HACIENDA SAN ANDRES, MUNICIPIO DE SAN JUAN OPICO, DEP LA LIBERTAD;San Juan Opico
391760;VALLA LAS AMAPOLAS;13.689673;-89.222323;5739359;CAESS;;24;;OUTDOOR;VALLA;PEQUE•O;UL;FO;1067 Las Amapolas;Co-Ubicado;VIVA OUTDOOR;Avenida Las Amapolas y Calle B¢gota Numero 36A;San Salvador
390420;EXPORTSALVA;13.734098;-89.358071;510513801;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;TES0283 Exportsalva;Co-Ubicado;TIGO;PASAJE 1 SUR PSJE 101 TELEFONICA URB. MIRAMONTE, Exposalva, Lourdes, Colon;Colon
391762;LA CAPILLA;13.690491;-89.244124;5673102;CAESS;;24;;OUTDOOR;AZOTEA;PEQUE•O;UL;FO;TSVTF06116 Valla La Capilla;Co-Ubicado;TORRECOM;Boulevard del hip¢dromo, Numero 513 san Benito san salvador. Local MIA BOUTIQUE, san Benito san salvador;San Salvador
391766;79 AVENIDA NORTE;13.70633;-89.236353;5673104;CAESS;;30;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;TSVTF06107 79 Av. Norte;Co-Ubicado;TORRECOM;7a. CALLE PONIENTE, 81 av. NORTE, Numero 436, RESTAURANTE EL CHARRUA, COLONIA ESCALON, SAN SALVADOR;San Salvador
390422;CENTA;13.804448;-89.398762;5671324;CLESA;;30;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;TSVTF05013 Centa;Co-Ubicado;TORRECOM; Km. 33 1/2, Carretera a Santa Ana, frente a las instalaciones de CENTA, La Libertad;San Juan Opico
391768;LA CIMA SAN PATRICIO;13.671152;-89.210012;603933100;DELSUR;;30;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;TSVTF06119 Cima San Patricio;Co-Ubicado;TORRECOM;"Calle Antigua a Huizucar, San Patricio; La Cima 4";San Salvador
390423;MIZATA;13.511019;-89.592491;602553900;DELSUR;;50;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;SV-LI-1155 Mizata;Co-Ubicado;PHOENIX;Km.83 Carretera del Litoral, Canton Mizata Municipio de Teotepeque, ;Teotepeque
391774;PUMA MANUEL E. ARAUJO;13.697388;-89.227421;Pendiente;N/A;;22;;OUTDOOR;VALLA;PEQUE•O;UL;FO;PUMA MANUEL E. ARAUJO;Co-Ubicado;PUBLIMOVIL;Alameda Manuel Enrique Araujo, entre calle nueva uno y calle nueva 2, Estacionamiento de servicio Puma CDi, San Salvador;San Salvador
390424;EL JABALI;13.814994;-89.307225;Pendiente;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;EL JABALI;Co-Ubicado;TETRA;CASERIO MILAGRO DE LA ROCA, CONOCIDA COMO LA LAVA, MPIO DE QUEZALTEPEQUE, DEPARTAMENTO DE LA LIBERTAD;Quezaltepeque
391788;BUFETE ARIAS;13.697404;-89.237876;Pendiente;N/A;;33;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;ES58066-R BUFFETE ARIAS & ASOCIADOS;Co-Ubicado;SBA;Calle La Mascota Numero 533, col. San Benito, San Salvador;San Salvador
390425;LA HACIENDA;13.56972;-89.26256;510913002;DELSUR;;40;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;LA HACIENDA;Arrendado;TEM ARRENDADOS;Calle que conduce a Res. La Hacienda, notificaci¢n El Amate. Municipio de San Jose Villanueva;San Jose Villanueva
391794;MERCADO CUSCATLAN;13.696406;-89.206218;5724496;CAESS;;30;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;TSVDG06132 Mercado Cuscatlan;Co-Ubicado;TORRECOM;12 calle poniente y 27 av. Sur, lote Numero 10,san salvador.;San Salvador
390426;CANGREJERA;13.47414;-89.16364;511020602;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;SV-LI-1162 CANGREJERA 2;Co-Ubicado;PHOENIX;Santa Lucia Orcoyo, municipio de Olocuilta, Departamento de La Libertad y municipio de Panchimalco, departamento de San Salvador ;Olocuilta
391796;COLONIA SAN FRANCISCO;13.69016;-89.227665;5728846;CAESS;;30;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;TSVDG06077 San Benito 1;Co-Ubicado;TORRECOM;Urbanizacion San Francisco Poligono 3 Lotes 1A y 1B;San Salvador
390427;AGUACAYO;13.505796;-89.557532;511125601;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;AGUACAYO;Arrendado;TEM ARRENDADOS;Cant¢n Aguacayo, municipio de Jicalapa, departamento de La Libertad;Teotepeque
391805;83 AVENIDA NORTE;13.7035113;-89.2383066;5721133;CAESS;;30;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;TSVTF06176 Centro Espa§ol;Co-Ubicado;TORRECOM;83 Ave Sur y Pasea General Escal¢n, SS;San Salvador
390428;CIUDAD VERSALLES;13.785896;-89.358291;5009445;EDESAL;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;SV-LI-1164 CIUDAD VERSALLES;Co-Ubicado;PHOENIX;Cant¢n Chanmico, jurisdicci¢n de San Juan Opico, porci¢n 1 lote No.13 polig. 2;San Juan Opico
391807;VALLA COLONIA MONSERRAT;13.685362;-89.214008;603405100;DELSUR;;24;;OUTDOOR;VALLA;PEQUE•O;UL;FO;690 VALLA COLONIA MONSERRAT ;Co-Ubicado;VIVA OUTDOOR;Calle Monserrat y 41 Ave Sur, SS;San Salvador
390429;EL TUNCO;13.49605;-89.38059;512506701;DELSUR;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;TES0059 El Tunco;Co-Ubicado;TIGO;COL. BUENOS AIRES, DESVIO A TAMANIQUE, KM. 43, EL ZUNSAL, DEPARTAMENTO DE LA LIBERTAD;Tamanique
391819;AVENIDA OLIMPICA SS;13.699297;-89.226677;Pendiente;N/A;;30;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;TSVTF06199 Unicomer;Co-Ubicado;TORRECOM;AV. olimpica, Numero 3563 colonia escalon, San Salvador;San Salvador
390430;PUERTO LA LIBERTAD;13.49169;-89.31564;512677801;DELSUR;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;SV-LI-1154 La Libertad;Co-Ubicado;PHOENIX;LOTE numero 8, COLONIA SAN JOSE DEL MAR, CALLE CENTRAL POL #5, PUERTO DE LA LIBERTAD;La Libertad
391840;JARDINES DE LA CIMA;13.658444;-89.216081;Pendiente;N/A;;24;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;TSVDG06042 Jardines De La Cima;Co-Ubicado;TORRECOM;Final Calle Las Begonias Oriente, No. 1-B, Colonia Jardines de La Cima, Antiguo Cuscatl†n, La Libertad;San Salvador
390431;CENTRO COMERCIAL EL FARO;13.48673;-89.31266;513592601;DELSUR;;28;;OUTDOOR;AZOTEA;PEQUE•O;2G/3G/4G;MW;Centro Comercial El Faro;Arrendado;TEM ARRENDADOS;KM 23 ´, CARRETERA DEL LITORAL, CENTRO COMERCIAL EL FARO;La Libertad
391844;ESCALON 1;13.710271;-89.251321;5808833;CAESS;;21;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;TSVTF06208 Escalon Poste #2;Co-Ubicado;TORRECOM;Calle Jose Mart°, Costado Sur Pupuseria Suiza Colonia Escal¢n, San Salvador;San Salvador
390432;OPICO NORTE;13.882167;-89.360941;514543101;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;TES0338 Opico Norte;Co-Ubicado;TIGO;Lote numero 7, pol°gono 2, Hacienda Sitio El Ni§o, Col. Oscar Osorio, San Juan Opico, La Libertad;San Juan Opico
391860;CENTURY TOWER;13.691399;-89.236991;Pendiente;N/A;;44;;OUTDOOR;AZOTEA;PEQUE•O;UL;FO;Century Tower;Co-Ubicado;TESCO SA DE CV;Bulevar del Hip¢dromo, Edificio Century Towers, San Benito, Zona Rosa San Benito, S.S;San Salvador
390433;LOURDES 2;13.720133;-89.360094;5526797;CLESA;;45;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;ES61207-B Lourdes 2;Co-Ubicado;SBA;Distrito de Hacienda, Cant¢n Agua Fria, Municipio de Col¢n;Colon
391862;LA CIMA 5;13.667837;-89.206955;Pendiente;N/A;;16;;OUTDOOR;AZOTEA;PEQUE•O;UL;FO;ES58111-R CIMA 4;Co-Ubicado;SBA;"Parcelaci¢n San Crist¢bal. Lotel #27. Pol°gono ""Parcelaci¢n San Crist¢bal. Lotel #27. Pol°gono ""S""Parcelaci¢n San Crist¢bal. Lotel #27. Pol°gono """"S"" Parcelaci¢n San Crist¢bal. correspondiente a la ubicaci¢n geogr†fica de San Salvador. departamento de San Salvador";San Salvador
390434;QUEZALTEPEQUE 2;13.835854;-89.273922;514409201;DELSUR;;45;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;ES61196-B Quezaltepeque 2;Co-Ubicado;SBA;Barrio El Transito, Municipio de Quezaltepeque;Quezaltepeque
391879;VALLA BASURERO;13.681156;-89.214973;606777800;DELSUR;;24;;OUTDOOR;VALLA;PEQUE•O;UL;FO;VALLA BASURERO;Co-Ubicado;PUBLIMOVIL;CARRETERA A COMALAPA, KM 6 ´, 500 MTS ANTES DEL PASO A DESNIVEL HERMANO BIENVENIDO A CASA, CIUDAD Y MUNICIPIO DE SAN SALVADOR;San Salvador
390435;ZARAGOPOLIS;13.57631;-89.2897;514945001;DELSUR;;24;;OUTDOOR;MONOPOLO;PEQUE•O;2G/3G/4G;FO;Zaragopolis;Co-Ubicado;TETRA;Plaza Turistica Zaragopolis, Zaragoza;Zaragoza
New Huawei;VALLA LOS CEBOLLINES;13.683259;-89.229049;Pendiente;N/A;;26;;OUTDOOR;VALLA;PEQUE•O;GUL;FO;219 LOS CEBOLLINES;Co-Ubicado;VIVA OUTDOOR;"Blvd. De Los Pr¢ceres y Calle Las Mercedes; Restaurante Los Cebollines";San Salvador
New Huawei;TORRE D CEFINCO;13.699925;-89.222883;N/A;N/A;;36;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;UL;FO;TORRE D CEFINCO;Sitio Propio;TEM ARRENDADOS;Centro Financiero Gigante, Torre D, Cefinco;San Salvador
390437;EXPORTSALVA_2;13.748483;-89.364198;5500783;CLESA;;45;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;ES61330-B Exportsalva 2;Co-Ubicado;SBA;Carretera a Santa Ana, frente a Residencial Pasa Tiempo, Colon, La Libertad;Colon
New Huawei;CUCUMACAYAN;13.692949;-89.209965;N/A;N/A;;30;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;UL;FO; EBTS_066 CUCUMACAYAN;Co-Ubicado;Intelfon;33 AV. SUR COL. DREYFUS, BARRIO CANDELARIA, SAN SALVADOR;San Salvador
390438;LOURDES_CENTRO;13.724061;-89.368728;5493409;CLESA;;48;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;ES58820-A Lourdes;Co-Ubicado;SBA;Al Costado Sur de 2a. Calle Pte.atras de Banco Agricola, Cant¢n Lourdes,Col¢n, La Libertad.;Colon
391730;TORRE QUATTRO;13.708599;-89.240386;N/A;N/A;;1;;INDOOR;SOPORTE;PEQUE•O;UL;FO;TORRE QUATTRO NIVEL 11;Arrendado;TEM CASA DE CLIENTE;Calle El Mirador entre la 87 y 89 Avenida Norte, Colonia Escal¢n;San Salvador
390439;LOURDES 3;13.726645;-89.354525;516400501;DELSUR;;45;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;Lourdes 3;Co-Ubicado;TETRA;Calle 17 de Marzo y Av. Los Reyes Lote 1 y 2 polg. C Lotificaci¢n Valle de Las Moras, Colon;Colon
New Huawei;CLUB CAMPESTRE;13.703344;-89.252779;N/A;N/A;;75;;OUTDOOR;AZOTEA;PEQUE•O;UL;FO;Torre Alta;Co-Ubicado;IDEAS Y SERVICIOS;Edificio Torre alta, Colonia Escal¢n, P.ß Gral. Escal¢n 5343, San Salvador;San Salvador
390440;LOURDES 4;13.723194;-89.375394;5473747;CLESA;;33;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;Lourdes 4;Co-Ubicado;TETRA;Lourdes 4, Colonia Las Moras, Colon;Colon
New Huawei;VALLA ESCALON NORTE;13.717723;-89.244467;N/A;N/A;;25;;OUTDOOR;VALLA;PEQUE•O;UL;FO;VALLA ESCALON NORTE;Tower Supplier;SAMIR;Avenida Masferrer Norte y Avenida Las Brisas, Urbanizaci¢n Cumbres de la escal¢n.;San Salvador
390441;CIUDAD VERSALLES 2;13.79877;-89.35899;5018646;EDESAL;;30;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;4-059-SV Ciudad Versalles II;Co-Ubicado;TETRA;Ciudad Versalles, San _Juan Opico;San Juan Opico
New Huawei;VALLA VIVERO (LUCEIRO);13.713563;-89.247529;N/A;N/A;;23;;OUTDOOR;VALLA;PEQUE•O;GUL;FO;ANDA MASFERRER 054;Co-Ubicado;VIVA OUTDOOR;Av. Masferrer Norte, Predio ANDA, Frente a Despensa de Don Juan;San Salvador
390442;CABALLERIA (OPICO);13.778863;-89.368938;515497701;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;TES0194 Caballeria;Co-Ubicado;TIGO;Carretera a Santa Ana, Opico, Departamento de La Libertad;San Juan Opico
New Huawei;SIGET PROVISIONAL;13.697125;-89.211089;N/A;N/A;;25;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;SIGET;Arrendado;TEM ARRENDADOS;SEXTA DêCIMA CALLE PONIENTE Y 37 AV.SUR #2001, COL. FLOR BLANCA;San Salvador
390443;ARTILLERIA;13.835668;-89.364519;515497801;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;TES0100 ARTILLERIA;Co-Ubicado;TIGO;Calle a San Juan Opico, Joya de Ceren, San Juan Opico, La Libertad.;San Juan Opico
391504;HOTEL CAMINO REAL;13.70754;-89.21303;N/A;N/A;;40;;OUTDOOR;AZOTEA;MEDIANO;GUL;FO;Hotel Camino Real;Arrendado;TEM ARRENDADOS;Boulevar los Heroes y calle los Sisimiles, frente a Metrocentro, San Salvador.;San Salvador
390444;ZAPOTITAN;13.80725;-89.44432;5472884;CLESA;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;TES0475 ZAPOTITAN;Co-Ubicado;TIGO;Cant¢n Chilamatal, Hacienda Zapotitan, Ciudad Arce, La Libertad.;Ciudad Arce
391510;ZACAMIL I;13.730145;-89.211095;2209661;CAESS;;30;;OUTDOOR;MONOPOLO;MEDIANO;GUL;FO;Zacamil I  (metropolis) ;Arrendado;TEM ARRENDADOS;Senda numero 5, Casa 82, Residencial Metropolis, Al costado norte del Centro Comercial Metr¢polis, Mejicanos, Depto. de San Salvador.;Mejicanos
390445;CANTON SANTA ROSA;13.846688;-89.422461;5474105;CLESA;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;TES0611 Cant¢n Santa Rosa;Co-Ubicado;TIGO;3a Calle Oriente canton Santa Rosa, San Juan Opico, La Libertad.;Ciudad Arce
391512;SAN MIGUELITO;13.711711;-89.189742;2443960;CAESS;;60;;OUTDOOR;MONOPOLO;GRAN;GUL;FO;SAN MIGUELITO;Arrendado;TEM ARRENDADOS;25 Calle Ote. No.109, Bo. San Miguelito, Departamento de San Salvador;San Salvador
390446;CIUDAD ARCE 2;13.850971;-89.446423;5472872;CLESA;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;ES58803-A Ciudad Arce Volcano;Co-Ubicado;SBA;Colonia Tepeyatl, calle a canton Las Cruceslote 55, Poligono San JacintoCd. Arce, La Libertad.;Ciudad Arce
391518;SAN ANTONIO;13.72048;-89.22621;2501412;CAESS;;25;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;San Antonio;Sitio Propio;TEM PROPIOS;Calle El Algod¢n y Avenida el Bamb£, Col. Miralvalle, Departamento de San Salvador;San Salvador
390447;ATEOS 2;13.73201;-89.41792;515447001;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;ES58722-A Ateos Volcano;Co-Ubicado;SBA;Hacienda Chuchucato, Carretera a Sonsonate Km. 30 AteosSacacoyo, Depto. La Libertad;Sacacoyo
391519;MEJICANOS;13.722736;-89.195917;2444025;CAESS;;30;;OUTDOOR;MONOPOLO;MEDIANO;GUL;FO;MEJICANOS;Arrendado;TEM ARRENDADOS;Calle Alirio Cornejo, Colonia Universitaria Norte Pol°gono F numero 7, Mejicanos, San Salvador.;Mejicanos
391527;SAN ROQUE;13.744992;-89.217116;5161873;CAESS;;30;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;ES61476-A San Roque;Co-Ubicado;SBA;Canton San Roque jurisdiccion de Mejicanos, Departamento de San Salvador.;Mejicanos
390449;EL RIEL;13.546689;-89.293538;516608801;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;El Riel;Co-Ubicado;TETRA;Cant¢n San Francisco El Jiote, Hoy Cant¢n Guadalupe, km 25 carretera a la Libertad, Municipio de Zaragoza, La Libertad;Zaragoza
391528;LAS ROSAS;13.71646;-89.21355;2213287;CAESS;;30;;OUTDOOR;MONOPOLO;MEDIANO;GUL;FO;Las Rosas;Arrendado;TEM ARRENDADOS;Calle a San Antonio Abad, Centro Comercial San Luis, local contiguo a Credomatic, San Salvador.;San Salvador
390450;COMASAGUA;13.63694;-89.38084;515446901;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;MW;ES58552-A Comasagua;Co-Ubicado;SBA;Bo. El Calvario, pueblo de Comasagua, La Libertad;Comasagua
391529;ZACAMIL II;13.730159;-89.202406;2310695;CAESS;;31;;OUTDOOR;AUTOSOPORTADA;MEDIANO;GUL;FO;SV-SS-1261 ZACAMIL II;Co-Ubicado;PHOENIX;29 Avenida Norte y Calle Ascencio Lote numero 1 y numero 114, Colonia Zacamil, Mejicanos, Depto. de San Salvador.;Mejicanos
390451;JAYAQUE 2;13.66958;-89.43989;515447101;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES58471-A Jayaque, Pueblo;Co-Ubicado;SBA;Cerro el tablon, Finca Marina, Canton Juan Higinio, Jayaque, Departamento de la Libertad;Jayaque
391533;CONSTITUCION;13.71115;-89.22729;5292347;CAESS;;26;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;SV-SS-1002 Blvr. Constitucion;Co-Ubicado;PHOENIX;Final Pasaje San Francisco, Boulevar Constitucion, San Salvador;San Salvador
390452;TEPECOYO;13.703878;-89.460016;602710300;DELSUR;;57;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;Tepecoyo;Co-Ubicado;TETRA;Lotificacion El Castillo, Tepecoyo, La Libertad;Tepecoyo
391538;TRES TORRES;13.711314;-89.206328;Pendiente;N/A;;30;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;TSVTF06117 Repuestos Omar;Co-Ubicado;TORRECOM;Entre 21 y 23 calle poniente sobre Bulevard de Los Heroes San Salvador (Taller Repuestos Omar);San Salvador
390453;CANGREJERA 2;13.479006;-89.189665;515579101;DELSUR;;48;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;TES0082 CANGREJERA;Co-Ubicado;TIGO;Lotificacion Las Estancias Vistas del Mar,Lote 19 Pol. B8, Canton Cangrejera,La Libertad;La Libertad
391545;SANTISIMA TRINIDAD;13.74559;-89.2092;2310508;CAESS;;30;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;SV-SS-1262 Santisima Trinidad;Co-Ubicado;PHOENIX;Lotificaci¢n Vista Hermosa, Lote numero 5, Calle El Zapote, Mejicanos, Depto de San Salvador.;Mejicanos
390454;LA LIBERTAD CIUDAD;13.48739;-89.33528;515447401;DELSUR;;25;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;TES0959 La Libertad Ciudad;Co-Ubicado;TIGO;Col.EL Morral, Lote 89, entre la calle al Litoral y Av. Roosvelt.;La Libertad
391566;CUSCATANCINGO;13.72413;-89.18184;2396397;CAESS;;30;;OUTDOOR;AZOTEA;MEDIANO;GUL;FO;SV-SS-1270 Cuscatancingo 3;Co-Ubicado;PHOENIX;Residencial Casa Blanca, calle principal No 19  Senda Mar°a, Cuscatancingo, Depto.de San Salvador.;Cuscatancingo
390455;SITIO DEL NI•O;13.786351;-89.371689;Pendiente;N/A;;40;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;UL;FO;SITIO DEL NI•O SV-01-0446-99;Co-Ubicado;Sites;CTE Sitio Del Ni§o, San Juan Opico, La Libertad;San Juan Opico
391575;CIUDAD CORINTO;13.745913;-89.199881;5214231;CAESS;;50;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;SV-SS-1056 Cerro El Carmen;Co-Ubicado;PHOENIX;Cerro El Carmen. Calle antiguo a los Llanitos;Cuscatancingo
390456;EL TUNEL 4;13.495701;-89.524665;6012114;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;SV-LI-1011 La Perla;Co-Ubicado;PHOENIX;Carretera el Litoral, La Libertad, Sobre el tunel 4.;Jicalapa
