SITEID;NOMBRE DE SITIO;LATITUDE;LONGITUDE;NIC/NIS;Distribuidora;Llave Requerida;Altura;Columna1;In-Building;Support Type;Porte;Tech;Tipo de Transmision;Nombre para Propietario ;Tipo Ubicaci¢n;Propietario;Direcci¢n;Municipio
390402;CARRETERA A LA LIBERTAD I;13.628627;-89.282457;206602501;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;MEDIANO;GUL; FO;ES61403-A Carretera a la Libertad I;Co-Ubicado;SBA;Km 14 1/2 Finca  Santa FÇ, frente a Residencial El Cortijo, Municipio Nuevo  Cuscatlan, Depto. de La Libertad.;Nuevo Cuscatlan 
390101;MICRO MAFRE LA CENTROAMERICANA;13.70053;-89.22111;N/A;N/A;;20;;INDOOR;SOPORTE;PEQUE•O;2G;FO;MAFRE LA CENTROAMERICANA;Arrendado;TEM CASA DE CLIENTE;61 Av. Sur y Alameda Roosevelt,., San Salvador, El Salvador ;San Salvador
390414;LAS PILETAS;13.656255;-89.272506;507311001;DELSUR;;50;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;SV-LI-1152 Cerro Campo Electrico;Co-Ubicado;PHOENIX;Cafetal La Florida N 1, km 12 1/2 carrtera a La Libertad;Nuevo Cuscatlan 
390102;MICRO TRANSAUTO;13.674308;-89.203534;Pendiente;DELSUR;;24;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;1018 Autopista a Comalapa;Co-Ubicado;VIVA OUTDOOR;Autopista de San Salvador a Comalapa arriba de Cementerio Jardines del Recuerdo, San Salvador;San Salvador
390436;NUEVO CUSCATLAN;13.645418;-89.260528;514357101;DELSUR;;30;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;MW;Nuevo Cuscatlan;Co-Ubicado;TETRA;Col. 7 de Marzo Calle La Ronda Block B  numero15, Municipio de Nuevo Cuscatl†n, Departamento De La Libertad;Nuevo Cuscatlan 
390201;ZACATECOLUCA;13.520206;-88.868912;215577301;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;GRAN;2G/3G/4G;FO;ZACATECOLUCA;Arrendado;TEM ARRENDADOS;Calle al Volcan, lotificaci¢n Santa Marta II, Lote 1 y 2 , a una cuadra de Hospital Nacional Santa Teresa, Municipio de  Zacatecoluca, Depto. de La Paz.;Zacatecoluca
390493;VIA DEL MAR;13.642539;-89.281344;Pendiente;N/A;;8;;OUTDOOR;AZOTEA;PEQUE•O;UL;FO;VIA DEL MAR;Co-Ubicado;IDEAS Y SERVICIOS;Parroquia San Juan de la Cruz, Avenida Las Olas Sur, Calle Mareas, Via del Mar Km 12 ´ Santa Tecla, Nuevo Cuscatlan;Nuevo Cuscatlan 
390202;EL PEDREGAL;13.465439;-89.022292;603996700;DELSUR;;41;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;El Pedregal;Co-Ubicado;MECOM SA DE CV;km 46.5 carretera Litoral , Desvio Costa del Sol, Zona Franca El Pedregal, jurisdicci¢n de El Rosario, Depto de  La Paz;Rosario de La Paz
391501;SISA;13.673432;-89.274721;207058901;DELSUR;;35;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;Sisa;Sitio Propio;TEM PROPIOS;Centro Financiero Sisa, Edificio No. 3, Santa Tecla, Departamento de La Libertad;Santa Tecla
390203;SAN RAFAEL OBRAJUELOS;13.487144;-88.957857;215609201;DELSUR;SI;50;;OUTDOOR;AUTOSOPORTADA;MEDIANO;2G/3G/4G;MW;TSVTF08294 SAN RAFAEL OBRAJUELOS;Co-Ubicado;TORRECOM;Carretera Litoral km 56, Cant¢n Jalponguita, jurisdicci¢n de Santiago Nonualco, Departamento de La Paz;Santiago Nonualco
391505;FUSAL;13.663475;-89.254688;510981701;DELSUR;;35;;OUTDOOR;AZOTEA;MEDIANO;GUL;FO;Fusal (SITIO PUBLICIDAD COMERCIAL);Arrendado;TEM ARRENDADOS;Avenida El Espino y Pasaje H Norte, Lote 7-5, Urbanizaci¢n Madre Selva, Jurisdicci¢n de  Antiguo Cuscatl†n, Departamento de La Libertad;Antiguo Cuscatlan
390204;AEROPUERTO;13.45461;-89.06442;218044101;DELSUR;SI;48;;OUTDOOR;AUTOSOPORTADA;GRAN;2G/3G/4G;FO;AEROPUERTO;Arrendado;TEM ARRENDADOS;Lotificaci¢n la Pista 2, Pol°gono 9, Ave. Numero 3 Lotes 4 jurisdicci¢n de San Lu°s Talpa, La Paz.;San Luis Talpa
391514;MERLIOT;13.684817;-89.272137;206791101;DELSUR;;30;;OUTDOOR;MONOPOLO;MEDIANO;GUL;FO;MERLIOT;Arrendado;TEM ARRENDADOS;Lote anexo a casa 48 Senda D Pol°gono I-7 Urbanizaci¢n, Jardines de la Sabana, Ciudad Merliot,  Santa Tecla, Depto. de La Libertad.;Santa Tecla
390205;COMALAPA;13.495927;-89.075509;217972602;DELSUR;;50;;OUTDOOR;AUTOSOPORTADA;MEDIANO;2G/3G/4G;FO;ES61391-A Comalapa (ES-0001);Co-Ubicado;SBA;Cant¢n Comalapa, Carretera al Aeropuerto ,Puente Comalapa, San ju†n Talpa, Depto. de La paz.;San Juan Talpa
391517;PLAN DE LA LAGUNA;13.670442;-89.252787;512248901;DELSUR;;30;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;SKY-00133 PLAN DE  LA LAGUNA REUBICACION;Co-Ubicado;TESCO SA DE CV;Avenida El Espino. Parque Madreselva 1;Antiguo Cuscatlan
390206;OLOCUILTA;13.561222;-89.113722;509309402;DELSUR;;50;;OUTDOOR;AUTOSOPORTADA;MEDIANO;2G/3G/4G;FO;TES0043 Olocuilta;Co-Ubicado;TIGO;Calle a Canton Cupinco, Portezuelo, Municipio de Olocuilta, depto. La Paz;Olocuilta
391523;SANTA TECLA;13.687022;-89.289394;206520301;DELSUR;;50;;OUTDOOR;MONOPOLO;MEDIANO;GUL;FO;SANTA TECLA;Arrendado;TEM ARRENDADOS;Urb. Brisas de Sta. Tecla No.24-E. Hacienda San Jose, Departamento de La Libertad;Santa Tecla
390207;COSTA DEL SOL II;13.37134;-89.02357;215568401;DELSUR;;37;;OUTDOOR;AUTOSOPORTADA;MEDIANO;2G/3G/4G;MW;ES61392-A Costa del Sol II;Co-Ubicado;SBA;Km 58, Carretera a la Costa del Sol, Supermercado Costa del Sol,  jurisdicci¢n de  San Pedro Masahuat, Depto. de la Paz.;San Pedro Masahuat
391524;LAS CASCADAS;13.677431;-89.249076;602434600;DELSUR;;30;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;TSVDG05053 Las Cascadas ;Co-Ubicado;TORRECOM;Centro Comercial  Las Cascadas, Antiguo Cuscatlan;Antiguo Cuscatlan
390208;COSTA DEL SOL III;13.301732;-88.904922;215577401;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;COSTA DEL SOL III;Co-Ubicado;MECOM SA DE CV;Caser°o El Zapote #49B-1, San Luis La Herradura frente a Rancho Sociedad Dental Costa Del Sol.;San Luis La Herradura
391530;LOS NARANJOS;13.679596;-89.307274;501906001;DELSUR;;40;;OUTDOOR;AUTOSOPORTADA;MEDIANO;GUL;FO;LOS NARANJOS;Arrendado;TEM ARRENDADOS;Colonia Quezaltepeque, calle princiapal Hogar del ni§o Santa Tecla, Depto. de La Libertad;Santa Tecla
390209;EL PLAYON;13.444182;-88.754521;4037654;DEUSEM;;62;;OUTDOOR;AUTOSOPORTADA;MEDIANO;2G/3G/4G;FO;ES61393-A El Playon;Co-Ubicado;SBA;km 79 carretera Litoral San Salvador-Usulut†n, El Play¢n,Acentamiento Comunitario Numero 2, Pol°gono 1, Lote Numero 1, Cant¢n San Ram¢n Grifal, Tecoluca, Depto. de San Vicente.;Tecoluca
391532;SANTA TECLA CENTRO;13.671571;-89.289151;507759901;DELSUR;;18;;OUTDOOR;AZOTEA;PEQUE•O;GUL;FO;SANTA TECLA CENTRO;Arrendado;TEM ARRENDADOS;2 AVENIDA SUR, CONTIGUO A  HOTEL EL DIAMANTE, SANTA TECLA;Santa Tecla
390210;COSTA DEL SOL I;13.332635;-88.975946;215489401;DELSUR;SI;35;;OUTDOOR;MONOPOLO;MEDIANO;2G/3G/4G;MW;SV-PA-1073 Costa del Sol I;Co-Ubicado;PHOENIX;Playa y Boulevar Costa del Sol, Km 64.5, Jurisdiscion de Zacatecoluca,  Hotel Izalco Caba§a Club, jurisdicci¢n de San Luis La Herradura,  Departamento de la Paz..;San Luis La Herradura
391540;MERLIOT II;13.670941;-89.261642;N/A;N/A;;26;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;MSO MSO;Co-Ubicado;INTELFON;Boulevar Siemens, Antiguo Cuscatlan;Antiguo Cuscatlan
390211;AEROPUERTO INTERNACIONAL;13.4451;-89.05646;N/A;N/A;NO;18;;OUTDOOR;AZOTEA;PEQUE•O;2G/3G/4G;FO;Aeropuerto Internacional/ Zona pasajeros;Arrendado;TEM ARRENDADOS;Azotea Edificio Terminal de Pasajeros Aeropuerto Internacional ES. Espacio ANT-4-05, Departamento de La Paz;San Luis Talpa
391543;ASTURIAS 3;13.687449;-89.281953;510149801;DELSUR;;30;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;Asturias 3;Arrendado;TEM ARRENDADOS;carretera al volc†n Km. 12, Complejo Aldeas Infantiles, municipio de Santa Tecla, departamento de La Libertad;Santa Tecla
390212;SANTO TOMAS;13.626623;-89.118685;105358801;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;MEDIANO;GUL;MW;ES61394-A Santo Tomas;Co-Ubicado;SBA;Loma de Burro, Final El Tabo, Cant¢n El Morro, Municipio de Santiago Texacuango, Depto. De San Salvador;Santiago Texacuangos
391549;ANTIGUO CUSCATLAN;13.6698;-89.24216;510151101;DELSUR;;35;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;Antiguo Cuscatlan;Arrendado;TEM ARRENDADOS;Partiendo del punto final del eje de la Avenida Olomega de la Urbanizaci¢n Cumbres de Cuscatl†n;Antiguo Cuscatlan
390213;SAN PEDRO MASAHUAT;13.55026;-89.04768;508754701;DELSUR;;51;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61395-A San Pedro Masahuat;Co-Ubicado;SBA;Canton Buena Vista, Juridiscci¢n de San Pedro Masahuat, Departamento de  La Paz;San Pedro Masahuat
391583;POSTE SICA;13.684619;-89.261946;Pendiente;N/A;;24;;OUTDOOR;MONOPOLO;PEQUE•O;UL;MW;TSVDG06088 Sica;Co-Ubicado;TORRECOM;BOULEVARD OSCAR ARNULFO ROMERO, QUE CONDUCE DE SANTA TECLA HACIA SAN SALVADOR;San Salvador
390214;MIRAMAR;13.533381;-89.112371;512991801;DELSUR;;18;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;TES0205 Miramar;Co-Ubicado;TIGO;Km 31 carretera al Aeropuerto, Zona Franca Mirarmar, Municipio de Olocuilta, Depto. La Paz;Olocuilta
391598;ALTURAS DE TENERIFE;13.648789;-89.289946;511934101;DELSUR;;38;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;ES58827-A Las Piletas;Co-Ubicado;SBA;FINCA SANTA RITA, CANTON LOS GRANADOS, DEPARTAMENTO DE LA LIBERTAD.;Santa Tecla
390215;JERUSALEN;13.650052;-88.900051;509846902;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61396-A Jerusalem;Co-Ubicado;SBA;cant¢n Los Romeros, Municipio de JerusalÇn, departamento de La Paz;Jerusalem
391603;BOULEVARD SUR;13.659309;-89.231987;512111301;DELSUR;;27;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;ORDEN DE MALTA SV-01-0681-07;Co-Ubicado;Sites Tp;CAFETAL MONTECRISTO, AREA 1 JURISDICCION DE ANTIGUO CUSCATLAN DEPTO. DE LA LIBERTAD;Antiguo Cuscatlan
390216;CUYULTITAN;13.54709;-89.09437;509759502;DELSUR;;41;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;CUYULTITAN;Arrendado;TEM ARRENDADOS;Barrio Moraz†n, Municipio de Cuyultitan, departamento de La Paz;Cuyultitan
391606;MERCADO DUENAS;13.675922;-89.295691;512497301;DELSUR;;27;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;SV-LI-1023 Santa Tecla;Co-Ubicado;PHOENIX;14 AV. NORTE Numero 2-2 MUNICIPIO DE SANTA TECLA;Santa Tecla
390217;SAN ANTONIO MASAHUAT;13.576628;-89.036552;510071901;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61397-A San Antonio Masahuat;Co-Ubicado;SBA;cant¢n El Socorro, municipio de San Antonio Masahuat, departamento de La Paz;San Antonio Masahuat
391610;U MATIAS DELGADO;13.674851;-89.254901;518106901;DEL SUR;;21;;OUTDOOR;VALLA;PEQUE•O;GUL;FO;Valla Universidad Matias Delgado;Co-Ubicado;IDEAS Y SERVICIOS; Carretera Panamericana frente a ;Antiguo Cuscatlan
390218;ZACATECOLUCA CATEDRAL;13.508852;-88.869819;510449901;DELSUR;;45;;OUTDOOR;AZOTEA;PEQUE•O;2G/3G/4G;FO;ZACATECOLUCA CATEDRAL;Arrendado;TEM ARRENDADOS;Av. Juan Manuel Rodriguez, Barrio El Centro, Catedral Zacatecoluca;Zacatecoluca
391612;LOS CHORROS;13.68261;-89.31506;513595001;DELSUR;;22;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;SV-LI-1005 Los Chorros;Co-Ubicado;PHOENIX;Res. Alpes Suizos, Pje. M¢naco, Santa Tecla, La libertad;Santa Tecla
390219;CARRETERA TECOLUCA (LA JOYA);13.52668;-88.82262;510774201;DELSUR;;55;NO;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G;MW;SV-PA-1069 La Joya;Co-Ubicado;PHOENIX;Cant¢n La Joya, Cooperativa Las Laderas, Jurisdiccion de Zacatecoluca ;Zacatecoluca
391617;VALLA ROBERTONI;13.66699;-89.27229;514354201;DELSUR;;24;;OUTDOOR;VALLA;PEQUE•O;GUL;FO;368 Robertoni, Carretera al Puerto de La Libertad;Co-Ubicado;VIVA OUTDOOR;Carretera al Puerto de La Libertad y Boulevar Orden de Malta, Santa Tecla;Santa Tecla
390220;COSTA DEL SOL 4;13.31424;-88.93053;511034501;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61333-A Costa del Sol;Co-Ubicado;SBA;Km. 71.4 bulevard costa del sol, municipio de San Luis la Herradura, depto. La Paz;San Luis la Herradura
391619;VALLA ALBERT EINSTEIN;13.672612;-89.235081;514356701;DELSUR;;20;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;350 Calle Teotl, Cumbres de Cuscatlan;Co-Ubicado;VIVA OUTDOOR;Urbanizaci¢n Cumbres de Cuscatl†n casa n£mero 21 Pol°gono Y2, Antiguo Cuscatl†n;Antiguo Cuscatlan
390221;SANTIAGO NONUALCO;13.51206;-88.92989;510836301;DELSUR;;50;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;Santiago Nonualco;Arrendado;TEM ARRENDADOS;Cant¢n San Antonio Abajo, Caser°o Valladares, Municipio de Santiago Nonualco, Depto. La Paz;Santiago Nonualco
391629;VALLA BOULEVARD SUR UTILA;13.66661;-89.28437;514390001;DELSUR;;20;;OUTDOOR;VALLA;PEQUE•O;GUL;FO;VALLA BOULEVARD SUR UTILA VALLA BOULEVARD SUR UTILA;Co-Ubicado;COLITE EL SALVADOR;Boulevar Sur, Redondel Ex Rastro, Colonia Utila, Santa Tecla;Santa Tecla
390222;SAN PEDRO NONUALCO;13.605765;-88.926021;510982301;DELSUR;;45;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61398-A San Pedro Nonualco;Co-Ubicado;SBA;Canton lazareto, Finca La Cruz, Municipio de San Pedro Nonualco, Depto. La Paz;San Pedro Nonualco
391646;BOQUERON;13.72869;-89.27718;515435201;DELSUR;;48;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;MW;El Boqueron;Co-Ubicado;TETRA;Calle Al Ojo de Agua, Cant¢n El Progreso, Santa Tecla, La Libertad;Santa Tecla
390223;SAN JUAN TEPEZONTES;13.616252;-89.010606;511093301;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;SV-PA-1072 SAN JUAN TEPEZONTES;Co-Ubicado;PHOENIX;Calle que conduce al Cementerio de San Juan Tepezontes, Municipio de San Juan Tepezontes, Depto. La Paz;San Juan Tepezontes
391647;BOQUERON 3;13.713663;-89.281085;515499601;DELSUR;;27;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;MW;ES58566-A Boqueron 3;Co-Ubicado;SBA;Carretera hacia El Boqueron;Santa Tecla
390224;SAN JUAN TALPA;13.50272;-89.08652;511040802;DELSUR;;40;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;SAN JUAN TALPA;Arrendado;TEM ARRENDADOS;Calle La Ronda, Pasaje Florida, Barrio La Cruz, Municipio de San Juan Talpa, Depto. La Paz;San Juan Talpa
391648;BOQUERON 5;13.75777;-89.27155;515499801;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;MW;ES58388-A Boqueron 5;Co-Ubicado;SBA;Canton San Juan Los Planes, Recibidero de cafe Borgonovo Poohl S.A de C.V.;Santa Tecla
390225;SAN EMIGDIO;13.638674;-88.973776;511057501;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;SAN EMIGDIO;Arrendado;TEM ARRENDADOS;Cant¢n Loma El Cimarr¢n, municipio de San Emigdio, depto. La Paz;San Emigdio
391649;ALCALDIA DE SANTA TECLA;13.676113;-89.289556;516214501;DELSUR;;27;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;TSVTF05071 Parqueo Alcaldia Municipal De Sta. Tecla;Co-Ubicado;TORRECOM;Alcaldia de Santa Tecla, Santa Tecla, La Libertad;Santa Tecla
390226;ZONA DE CARGA AEROPUERTO;13.44301;-89.06289;N/A;N/A;;18;;OUTDOOR;AZOTEA;PEQUE•O;2G/3G/4G;FO;Zona de Carga Aeropuerto;Arrendado;TEM ARRENDADOS;zona de carga, aeropuerto internacional, Municipio de San Luis Talpa, Depto. La Paz;San Luis Talpa
391650;UTILA;13.667197;-89.27837;515429301;DELSUR;;27;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;Utila;Co-Ubicado;TETRA;Final 12 calle oriente y 15 ave Sur, Residencail Utila, Santa Tecla;Santa Tecla
390227;SAN LUIS LA HERRADURA;13.352292;-88.958136;602710000;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;La Herradura;Co-Ubicado;TETRA;Frente al Cementerio de San Luis La Herradura, Municipio San Luis La Herradura, Depto. La Paz;San Luis La Herradura
391651;PARQUE LA FAMILIA TECLENA;13.682595;-89.282828;601982800;DELSUR;;30;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;TSVTF05067 Parque De La Familia Tecle§a;Co-Ubicado;TORRECOM;Parque de La Familia Tecle§a, Santa Tecla, La Libertad;Santa Tecla
390228;SANTIAGO TEXACUANGOS;13.639714;-89.114285;512449701;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;TES0482 Santiago Texacuangos;Co-Ubicado;TIGO;CALLE ANTIGUA A CHINAMEQUITA, CANTON SHALTIPA, Municipio Santiago Texacuangos, Depto. San Salvador.;Santiago Texacuangos
391652;CAFETALON;13.675737;-89.279314;516311101;DELSUR;;30;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;TSVTG05030 El Cafetalon;Co-Ubicado;TORRECOM;Canchas del Cafetalon, Santa Tecla, San Salvador;Santa Tecla
390229;LAS ISLETAS;13.40464;-88.99245;512769201;DELSUR;;55;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;La Herradura  La Herradura ;Co-Ubicado;INTELFON;CARRETERA A SAN LUIS LA HERRADURA, DESVIO  COSTA DEL SOL, Municipio El Rosario, Depto. La Paz.;Rosario de La Paz
391653;PARQUE EXTREMO;13.683407;-89.266839;Pendiente;N/A;;30;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;TSVTG05068 Parque Extremo Merliot;Co-Ubicado;TORRECOM;Parque Extremo Ciudad Merliot, Santa Tecla, La Libertad;Santa Tecla
390230;SAN JUAN NONUALCO;13.50897;-88.89361;512730601;DELSUR;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;ES63872-A San Juan Nonualco;Co-Ubicado;SBA;PASAJE Numero 3 LOTE Numero 3, LOTIFICACION MIRAMAR I, Municipio San Juan Nonualco, Depto. La Paz;San Juan Nonualco
391654;PARQUE GIRASOLES;13.68529;-89.30116;516311001;DELSUR;;27;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;Parque Girasoles;Co-Ubicado;TETRA;Parque Girasoles, Santa Tecla, La Libertad;Santa Tecla
390231;ENTRE RIOS;13.45834;-88.823713;513112601;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES62527-A Entre Rios;Co-Ubicado;SBA;CANTON LA LUCHA Y CASERIO LA PEDRERA, LOTIFICACION SAN ERNESTO JURISDICCION DE ZACATECOLUCA, Depto. La Paz;Zacatecoluca
391655;LA GRAN VIA;13.67914;-89.25528;516716201;DELSUR;;22;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;GUL;FO;La Gran Via;Co-Ubicado;TETRA;Autolote, frente a La Gran V°a, Antiguo Cuscatlan La Libertad;Antiguo Cuscatlan
390232;ZACATECOLUCA 2;13.50294;-88.87638;514309201;DELSUR;;36;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;Zacatecoluca 2;Co-Ubicado;TETRA;Colonia El Platanar, Desv°o a Ichanmichen Zacatecoluca;Zacatecoluca
391656;LA SULTANA;13.677761;-89.240284;515506501;DELSUR;;20;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;ES58847-A La Sultana;Co-Ubicado;SBA;Colonia La Sultana, Antiguo Cuscatlan, La Libertad;Antiguo Cuscatlan
390233;MONTELIMAR;13.59428;-89.11996;514389701;DELSUR;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;ES58385-A Montelimar;Co-Ubicado;SBA;KM 17 Carretera antigua a Olocuilta, Cant¢n la Esperanza, Oloculita, La Paz;Olocuilta
391666;ESTADIO LAS DELICIAS;13.67138;-89.30009;516780301;DELSUR;;27;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;Estadio Las Delicias;Co-Ubicado;TETRA;Avenida El Cipres, Carretera Panamericana, Estadio Las Delicias, Santa Tecla, La Libertad;Santa Tecla
390234;VALLA CARRETERA A COMALAPA KM 33;13.524126;-89.104562;514381001;DELSUR;;18;;OUTDOOR;VALLA;PEQUE•O;2G/3G/4G;FO;VALLA Km 33 CARR. AL AEROPUERTO;Co-Ubicado;COLITE EL SALVADOR;Km 33 carretera a Aeropuerto Comalapa, San Juan Talpa;Olocuilta
391671;PARQUE SAN ANTONIO;13.690194;-89.290706;Pendiente;N/A;;24;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;Parque San Antonio;Co-Ubicado;TETRA;Boulevard El Hip¢dromo Residencial San Antonio, Municipio de Santa Tecla, Depto. de La Libertad;Santa Tecla
390235;ROSARIO DE LA PAZ;13.49605;-89.02695;514389801;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES58582-A Rosario De La Paz;Co-Ubicado;SBA;Calle Antigua a Zacatecoluca, Barrio El Angel, Rosario de La Paz;Rosario de La Paz
391672;CAJAMARCA;13.75045;-89.26646;517129801;DELSUR;;18;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;Cajamarca Cajamarca;Co-Ubicado;TETRA;Calle al Boqueron, Km 22.5, Cant¢n San Jeronimo Los Planes, Municipio de Nejapa, Departamento de San Salvador;Nejapa
390236;COSTA REAL;13.32744;-88.95737;514870001;DELSUR;;50;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES62289-B Costa Real;Co-Ubicado;SBA;Boulevar Costa del Sol, frente a Costa Real Apartamentos, San Luis La Herradura, La Paz;San Luis La Herradura
391683;MULTIPLAZA;13.67934;-89.24859;N/A;N/A;;25;;OUTDOOR;AZOTEA;PEQUE•O;UL;FO;Multiplaza;Arrendado;TEM ARRENDADOS;Centro comercial Multiplza, antiguo cuscatlan;Antiguo Cuscatlan
390237;LA PALMA SRO;13.474605;-88.920071;517101301;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES62290-B La Palma SRO;Co-Ubicado;SBA;Cant¢n La Palma, San Rafael Obrajuelo, Depto La Paz;San Rafael Obrajuelo
391694;VALLA EL PLATILLO;13.67827;-89.26531;516943001;DELSUR;;25;;OUTDOOR;VALLA;PEQUE•O;GUL;FO;282 Industrias La Constancia;Co-Ubicado;VIVA OUTDOOR;Avenida Masferrerˇ Sur y Pasaje 1. Colonia Escal¢n.;Santa Tecla
390238;AMATECAMPO;13.40111;-89.12305;515576501;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES58543-A Amatecampo (La Zunganera);Co-Ubicado;SBA;Hacienda El Porvenir, Playa la Zunganera, Jurisdiccion de San Luis Talpa, La Paz;San Luis Talpa
391704;ESTACIONAMIENTO ANTIGUO CUSCATLAN;13.672663;-89.242123;518079501;DELSUR;;30;;OUTDOOR;MONOPOLO;PEQUE•O;GUL;FO;TSVTF05070 Parqueo Alcaldia Antiguo Cuscatlan;Co-Ubicado;TORRECOM;Calle Antiguo Cuscatlan hacia Plan de La Laguna;Antiguo Cuscatlan
390239;HACIENDA SANTO TOMAS;13.481014;-89.119178;515576201;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;TES0957 Hacienda Santo Tom†s;Co-Ubicado;TIGO;Cacerio de Lotificacion, Los Lotes calle a San Juan Talpa, La Paz.;San Juan Talpa
391705;MISTER DONUT SANTA ELENA;13.66265;-89.25922;Pendiente;N/A;;21;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;TSVTF05060 Mister Donut Santa Elena;Co-Ubicado;TORRECOM;Blvd Orden de Malta, en via publica frente a Mr Donut Santa Elena, equina opuesta a Banco Agricola;Antiguo Cuscatlan
390240;SAN FRANCISCO CHINAMECA;13.604045;-89.094304;515469901;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES58438-A San Francisco Chinameca;Co-Ubicado;SBA;Barrio El Rosario, Final calle La Ronda, San Francisco Chinameca, La Paz.;San Francisco Chinameca
391706;VALLA BOULEVARD LUIS POMA;13.663118;-89.243714;517643701;DELSUR;;30;;OUTDOOR;VALLA;PEQUE•O;UL;FO;TSVTF05066 Valla Papa Johns;Co-Ubicado;TORRECOM;Boulevar Luis Poma Entre Price Mart y Primer redondel, Antiguo Cuscatlan;Antiguo Cuscatlan
